"code","date","GPM","OPM","NIM","EBITDA","cash","account_receviable","inventory","fixed_asset","invest","liq_asset","liq_liability","leverage","revenue","mkt_value","GOR"
1727,201306,14.87,5.62,4.17,118831,46964,610889,288457,896515,-95123,968796,673866,35.75,1036105,1715000,-0.0313
1727,201309,15.73,6.41,4.97,191451,46273,550104,246668,903216,-118769,878212,547967,30.76,1546462,1700000,-0.0734
1727,201312,15.8,6.45,5.19,268005,45061,555876,260397,935364,-169043,894853,573166,31.18,2080288,1705000,-0.052
1727,201403,15.6,5.93,4.7,62450,46288,540003,283576,934448,-53281,911879,562280,30.43,470824,1705000,-0.0909
1727,201406,15.06,6.28,5.14,137619,58138,624580,292343,944404,-107754,1015514,696328,35.25,1069577,1939000,0.0323
1727,201409,14.11,5.57,4.57,196975,72645,662088,336710,957107,-134513,1112924,784348,37.55,1634059,1848000,0.0566
1727,201412,14.22,5.92,5.02,277319,55380,675213,357189,982308,-187064,1114125,797755,37.28,2226223,2010000,0.0702
1727,201503,12.24,4.1,4.09,57609,55655,659962,373538,1004248,-74128,1140362,817206,37.46,535047,1958000,0.1364
1727,201506,12.59,4.71,4.13,119683,77993,614445,345203,1007102,-123319,1073869,806791,37.65,1118141,1848000,0.0454
1727,201509,13.25,5.13,4.44,185467,46260,622425,370997,1089222,-198951,1082081,802014,37.01,1644580,1609000,0.0064
1727,201512,13.52,5.37,4.47,249971,87842,584016,322188,1074346,-237871,1044286,763266,35.84,2200305,1637000,-0.0116
1727,201603,13.69,4.71,3.38,55327,99070,550656,327949,1064985,-38208,1023635,735327,34.44,500558,1554000,-0.0645
1727,201606,14.55,5.23,4.09,125369,81125,553316,394000,1132533,-99835,1077126,846975,38.16,992146,1411000,-0.1127
1727,201609,14.89,5.3,4.28,192976,104452,534652,383550,1134788,-160709,1070876,826185,37.23,1504549,1433000,-0.0851
1727,201612,14.78,4.68,4.68,271077,64694,658624,376283,1163037,-227958,1166594,923150,39.3,2099763,1444000,-0.0457
1727,201703,11.27,3.35,2.08,52371,94926,625206,412480,1148017,-26619,1191241,927104,39.32,558354,1537000,0.1155
1727,201706,11.87,3.58,2.6,116101,86256,675195,395281,1154253,-81584,1215531,1018530,42.31,1138892,1433000,0.1479
1727,201709,12.19,4.07,3.38,191241,82635,729445,405343,1151862,-116745,1254722,1020092,41.79,1781118,1400000,0.1838
1727,201712,12.61,4.38,3.92,271903,50923,837010,393207,1179021,-192452,1313772,1106800,43.21,2450268,1841000,0.1669
1730,200803,45.45,7.98,7.11,28735,144568,230163,117348,234124,-38,554421,188171,24.48,225214,689000,0.2836
1730,200806,45.18,6.54,5.35,47670,176934,214579,122516,232217,-983,571420,230574,28.92,438226,631000,1e-04
1730,200809,45.14,5.83,4.23,63057,178738,226714,149182,232390,-2602,612143,258370,30.45,655706,450000,0.1728
1730,200812,44.65,5.25,3.96,79324,157035,264662,152048,234737,-6296,592874,219109,26.99,915354,438000,0.032
1730,200903,47.41,7.15,5.65,22501,172100,228688,163616,233575,-1466,580816,185223,23.58,207647,498000,-0.078
1730,200906,47.32,7.08,7.5,52040,175696,227541,160192,230414,-2802,581207,193908,24.71,432720,681000,-0.0126
1730,200909,48.2,7.69,7.68,83603,171987,237989,163860,229071,-5499,594176,185613,23.62,671786,943000,0.0245
1730,200912,48.19,6.7,7.95,116706,230134,262513,156401,159527,-14608,702651,204007,24.42,926834,922000,0.0125
1730,201003,48.71,9.42,9.05,32989,257456,276942,158934,158535,-1942,726914,208086,24.09,265870,895000,0.2804
1730,201006,47.46,8.11,7.41,60867,267271,257342,156908,157954,-3815,751062,254875,28.61,530091,893000,0.225
1730,201009,47.16,8.96,8.02,100484,220716,283697,170064,158670,-7880,747904,224988,25.71,827512,1037000,0.2318
1730,201012,46.84,8.3,7.93,138659,209649,293881,170470,184497,-36166,750681,242490,27.25,1154160,1042000,0.2453
1730,201103,46.57,6.35,6.88,31357,182206,272060,178235,218524,-39402,712302,210430,24.2,291065,1018000,0.0948
1730,201106,48.91,5.77,6.1,55002,141069,256404,184904,357636,-181835,653502,332585,34,539903,1013000,0.0185
1730,201109,45.79,6.38,6.47,90715,100619,308485,215669,393880,-214785,694974,364251,34.51,893624,909000,0.0799
1730,201112,45.72,7.37,7.68,145462,113417,325777,198748,388384,-264830,730816,356029,32.96,1251910,882000,0.0847
1730,201203,44.05,7.42,6.77,33299,115229,318016,192856,411173,-29275,707871,341392,31.64,339997,917000,0.1681
1730,201206,45.16,6.52,5.38,58328,126807,300990,213221,405990,-24876,733649,426801,37.51,659780,957000,0.222
1730,201209,45.31,6.78,5.93,93867,107078,307536,217195,405926,-35468,714325,382799,34.58,987951,970000,0.1056
1730,201212,45.54,6.33,6.32,131233,219924,329854,236463,260824,-36039,822470,449382,36.85,1351573,949000,0.0796
1730,201303,45.08,7.19,6.46,36732,199604,308390,254950,271539,-10944,825269,425710,35.64,356563,992000,0.0487
1730,201306,44.6,6.45,5.72,70545,146907,302421,254522,274135,-14782,778478,417738,36.17,718709,1013000,0.0893
1730,201309,45.16,7.22,6.43,112304,102855,320792,266341,270322,-17114,913456,385339,33.74,1092922,1112000,0.1063
1730,201312,44.8,6.83,13.06,257984,279708,365369,263399,272376,-24361,1015170,358844,29.06,1521004,1433000,0.1254
1730,201403,44.72,6.35,6.11,33839,338481,310709,271043,270883,-3087,947901,266670,22.83,350077,1583000,-0.0182
1730,201406,46.1,7.22,6.47,74698,368239,321696,254415,266754,-7733,994416,428549,34.67,720097,1518000,0.0019
1730,201409,46.28,7.75,7.02,119918,197521,339912,272219,278319,-20556,857130,265268,24.56,1105372,1422000,0.0114
1730,201412,46,7.93,7.45,184076,285901,429142,304748,319792,-34393,1053451,561342,34.56,1595878,1545000,0.0492
1730,201503,44.32,8.85,7.56,61123,271687,403269,287084,319744,-10317,1032228,517357,32.17,465529,1829000,0.3298
1730,201506,45.13,8.77,7.05,123978,245536,378402,291632,325996,-24099,1002069,530944,33.93,920324,1609000,0.2781
1730,201509,45.24,9.3,7.9,199568,263104,426874,319224,329866,-31692,1067328,532474,32.81,1422195,1647000,0.2866
1730,201512,45.31,9.06,8.12,281071,355639,454067,308641,331480,-45097,1168777,630686,36.52,1985548,1911000,0.2442
1730,201603,46.52,10.3,8.32,73427,515978,426124,279154,319925,-3255,1294995,394477,32.18,533082,2082000,0.1451
1730,201606,46.47,9.84,9.25,158437,551593,404911,305703,308341,-7509,1325370,482150,36.6,1021411,2105000,0.1098
1730,201609,46.94,10.53,10.08,249489,506753,423241,320886,294015,-9808,1288623,384510,32.58,1520739,2076000,0.0693
1730,201612,46.5,10.1,9.72,329328,518019,482749,354489,285279,-13088,1393468,455440,34.57,2069084,2170000,0.0421
1730,201703,45.88,11.99,9.64,78554,501731,404814,325286,275266,-10119,1326570,350373,30.5,499664,2270000,-0.0627
1730,201706,45.63,11.13,9.66,157891,594470,421187,311457,267223,-18337,1402897,506532,36.59,960954,2370000,-0.0592
1730,201709,44.7,10.63,10.53,249061,411051,426008,310862,327747,-76367,1205815,342724,27.64,1445629,2406000,-0.0494
1730,201712,44.16,10.12,9.95,331318,492152,469057,320138,316635,-78143,1403845,466698,31.46,2024012,2397000,-0.0218
1731,200803,16.43,1.42,3.86,50755,93926,970163,145437,325205,-1173,2024616,986737,48.02,911192,1704000,-0.323
1731,200806,17.07,1.12,2.76,72129,140788,787808,143445,333438,-22811,1794364,766728,45.14,1627577,1334000,-0.4336
1731,200809,17.64,1.07,2.7,101661,144203,797733,148921,346730,-38909,1738080,724776,44.22,2323729,1080000,0.0986
1731,200812,18.07,0.85,2.68,111010,264445,731924,163945,361849,-46351,1725579,712586,43.72,3065380,1493000,-0.4646
1731,200903,21.41,1.47,3.01,34872,132484,762393,157787,359172,-431,1784878,700950,42.92,720361,1763000,-0.2094
1731,200906,22.01,1.89,2.19,61617,160097,775141,149563,357667,-1766,1522291,741898,36.84,1464677,1625000,-0.1001
1731,200909,21.95,1.03,1.85,79364,168723,767997,162630,424049,-71760,1588391,728624,41.27,2164921,2603000,-0.0683
1731,200912,22.32,0.45,2.19,118223,174158,688879,185235,376019,-73906,1699619,729059,40.98,2858709,2245000,-0.0674
1731,201003,23.18,2.88,3.53,36688,164478,753803,162492,364963,-1983,1743763,728402,40.41,711979,2404000,-0.0116
1731,201006,22.39,2.01,2.83,68245,117129,777399,160271,373283,-13075,1805579,806197,42.27,1450073,1984000,-0.01
1731,201009,21.75,1.55,2.68,95631,318064,791825,167622,373021,-15725,1845410,800311,41.43,2205202,2311000,0.0186
1731,201012,21.43,1.06,2.19,116859,319651,718920,178357,392853,-38393,1792798,786022,41.67,3009097,2196000,0.0526
1731,201103,26.97,3.29,7.44,58666,311636,617598,161378,398571,-8548,1546629,505351,33.94,614463,2108000,-0.137
1731,201106,24.98,0.68,4.7,76379,411055,587044,166392,411519,-24236,1532450,570449,35.55,1164581,2095000,-0.1969
1731,201109,24.61,0.37,3.58,91904,425124,563207,163873,421267,-38255,1476715,493711,33.48,1712969,1699000,-0.2232
1731,201112,24.74,1.05,1.87,90015,453937,565328,153078,422262,-43628,1491290,464450,32.87,2247147,1460000,-0.2532
1731,201203,26.94,3.55,4.17,32996,459033,569230,156102,422540,-4622,1526766,445850,31.65,541586,1701000,-0.1186
1731,201206,26.11,2.18,3.33,56288,422091,571890,170425,432324,-19005,1560246,525849,34.21,1073234,1714000,-0.0784
1731,201209,25.86,1.85,3.2,80550,409109,556750,167180,436280,-27748,1544625,469794,31.88,1607473,2007000,-0.0616
1731,201212,25.72,2.97,2.78,96935,597279,553011,205857,440548,-38746,1495922,513310,33.08,2146907,2153000,-0.0446
1731,201303,25.55,3.06,3.87,30187,133604,617266,186946,564019,-128023,1334231,476051,32.32,573222,2053000,0.0584
1731,201306,29.11,2.72,3.02,45757,166849,644873,191934,563010,-131803,1424700,598151,35.95,950916,2106000,-0.114
1731,201309,32.66,3.61,3.57,71724,134664,612213,217900,567722,-143881,1476846,933826,36.64,1223284,2007000,-0.239
1731,201312,35.03,5,4.2,106159,186793,614824,225158,572465,-152903,1429544,869403,34.23,1512329,1993000,-0.2956
1731,201403,46.42,7.99,6.2,33058,196890,621351,234605,569505,-4165,1499728,909948,35.03,296013,2007000,-0.4836
1731,201406,45.12,6.12,5.09,57484,218607,607929,228179,566749,-10570,1452327,883412,34.91,594592,2100000,-0.3747
1731,201409,45.34,5.05,7.12,107528,159055,627579,223283,565419,-13128,1405015,567660,31.39,912188,1907000,-0.2543
1731,201412,45.72,6.18,6.53,136686,315775,599866,224280,569526,-19957,1458738,589080,31.62,1232868,1973000,-0.1848
1731,201503,48.33,11.78,8.76,46733,277812,647155,241256,567038,-596,1547931,620600,31.9,347560,2013000,0.1741
1731,201506,45.89,8.26,6.1,70364,201737,650497,241747,560178,-2661,1556285,707661,35.08,689033,1874000,0.1588
1731,201509,45.99,7.63,5.52,96758,235993,637612,277541,559719,-3755,1375243,677999,34,1022067,1854000,0.1205
1731,201512,46.05,8.26,5.78,133553,170915,626647,287704,551766,-7342,1400513,691620,34.19,1369188,1820000,0.1106
1731,201603,44.87,8.13,3.96,27344,151672,654905,279321,545308,-1169,1313061,599805,31.61,349349,1980000,0.0051
1731,201606,43.98,7.7,4.05,52830,115407,641286,279704,539818,-5886,1305524,674371,34.55,692573,1767000,0.0051
1731,201609,43.41,8.08,5.89,100619,95049,667335,272104,532205,-9288,1295378,616209,32.67,1061741,1754000,0.0388
1731,201612,42.98,8.83,6.29,143300,115952,690791,303100,526319,-12376,1389148,664195,33.56,1443068,1820000,0.054
1731,201703,44.33,9.99,5.67,38007,148004,692559,292528,514532,-583,1376894,621810,32.2,377586,1854000,0.0808
1731,201706,43.49,9.88,5.27,73527,125123,705904,298780,509453,-982,1466065,740749,35.88,773979,1867000,0.1175
1731,201709,42.99,10.2,6.47,125854,68365,731431,290868,506541,-3965,1475230,704649,34.29,1189786,1800000,0.1206
1731,201712,42.99,10.09,5.46,150196,160248,717965,260119,500906,-5379,1442375,685954,33.71,1575078,1847000,0.0915
1732,200803,42.36,6.89,5.71,18549,146426,194402,81373,179585,-3836,426211,112332,21.96,200683,547000,1.2417
1732,200806,41.71,4.45,4.52,25307,164741,159082,103426,179278,-6163,432981,137109,25.69,365071,475000,0.0791
1732,200809,42.6,2.23,2.63,25144,138773,151765,101125,177627,-7335,396459,98524,20.22,517977,367000,0.113
1732,200812,42.94,0.23,0.89,19360,153583,160662,94263,175199,-7922,414469,120958,24.02,693051,368000,0.0575
1732,200903,46.31,9.64,7.28,21779,141627,183701,80619,174604,-1862,410464,100132,20.82,189187,388000,-0.0573
1732,200906,46.55,7.97,6.46,35723,200007,147234,79334,173870,-4650,428907,110047,21.89,355057,513000,-0.0274
1732,200909,46.93,7.63,6.34,49340,190912,144303,90392,171990,-5745,428875,100541,20.46,498843,808000,-0.0369
1732,200912,46.6,6.15,5.2,56007,196787,145427,90934,178672,-12983,436926,113724,22.13,664665,751000,-0.041
1732,201003,46.12,5.5,4.61,14594,169243,182572,95228,183369,-7488,451169,124270,23.14,197603,674000,0.0445
1732,201006,44.32,3.23,2.89,20073,173306,171989,97774,186517,-13566,447983,147927,26.77,385402,643000,0.0855
1732,201009,44.41,3.73,3.52,32082,155672,161689,84766,189249,-19644,406726,103453,21.23,555712,708000,0.114
1732,201012,44.72,3.45,3.26,39993,169207,155678,113714,189791,-23878,443526,140514,25.73,719855,738000,0.083
1732,201103,42.05,3.3,3.03,10819,123747,183873,102590,198437,-13092,418952,123310,23.57,206701,753000,0.046
1732,201106,42.89,1.81,1.9,15139,134567,153415,104474,207628,-25553,404635,138657,26.22,381428,736000,-0.0103
1732,201109,43.65,2.96,2.82,28651,133732,145966,105474,210612,-29733,397178,121373,23.7,546443,683000,-0.0167
1732,201112,44.2,2,1.94,30625,142592,152736,110271,240407,-33777,416495,143437,26.2,718412,596000,-0.002
1732,201203,43.57,-2.43,-2.01,-484,108084,162125,114395,239137,-2157,395053,124623,24.26,170714,609000,-0.1741
1732,201206,42.63,-2.07,-1.7,996,108698,161580,115520,238380,-4204,395479,142647,27.04,348137,592000,-0.0873
1732,201209,42.8,-0.95,-0.74,6702,106909,141785,118239,234958,-3793,376584,119746,24.36,514353,626000,-0.0587
1732,201212,43.11,-0.51,-0.08,15979,115331,137646,122574,231932,-5863,383103,121503,24.46,668454,594000,-0.0695
1732,201303,39.68,1.39,0.98,5774,100612,140966,118859,230863,-463,367458,106143,24.53,158422,592000,-0.072
1732,201306,39.04,-0.18,-0.19,6603,112448,136630,113414,229078,-1624,371038,110346,25.1,304434,519000,-0.1255
1732,201309,40.2,-1.23,-1.04,5624,115917,118131,112096,226827,-2863,353768,95684,23.44,434575,498000,-0.1551
1732,201312,39.8,-2.06,-1.56,3522,122029,126946,119232,223535,-3693,375403,120828,26.35,576695,541000,-0.1373
1732,201403,39.79,3.37,2.66,8184,104431,123778,114907,221847,-98,351683,88685,22.12,141971,5e+05,-0.1038
1732,201406,38.88,0.66,0.51,8462,139598,116402,107150,219423,-1444,372401,110957,25.06,290841,517000,-0.0447
1732,201409,38.68,-1.14,-0.79,4727,122456,125292,105962,218864,-2426,364500,117012,24.75,422691,502000,-0.0273
1732,201412,39.36,-2.22,-1.77,-673,125004,118955,104750,217477,-1957,359485,117363,24.84,579208,621000,0.0044
1732,201503,40.35,-1.13,-0.51,1453,104352,119766,100787,214712,-379,334981,98374,21.85,155212,594000,0.0933
1732,201506,41.13,-2.36,-1.71,-1087,123233,118048,95818,213059,-2379,345700,112328,23.95,308678,572000,0.0613
1732,201509,41.42,-1.6,-1.06,2755,125887,111015,90553,212757,-3332,337290,102350,22.41,446844,532000,0.0571
1732,201512,41.69,-1.76,-1.39,1882,123032,112720,100984,211493,-4611,353369,123374,25.36,597418,547000,0.0314
1732,201603,41.75,1.65,-0.44,2647,105413,100150,97208,208995,-645,323773,92117,21.27,130550,570000,-0.1589
1732,201606,41.68,-1.79,-2.5,-1529,114792,102712,93191,208287,-1943,336017,110817,24.04,270193,547000,-0.1247
1732,201609,40.95,-2.49,-3.03,-5058,103401,102604,98695,204415,-1910,338059,118101,25.31,405429,572000,-0.0927
1732,201612,40.83,-4.07,-4.42,-14773,121006,97091,115465,201999,-4111,369825,158531,30.52,547151,570000,-0.0841
1732,201703,38.19,-2.27,-2.28,-1486,55111,114636,113633,198302,-170,324666,116782,25.56,145812,553000,0.1169
1732,201706,39.75,-0.82,-0.77,2218,74006,110507,101018,196850,-454,326235,115245,25.25,300443,534000,0.112
1732,201709,41.3,0.66,0.24,10740,80430,111464,101177,194700,-564,332472,115789,25.13,447910,530000,0.1048
1732,201712,42.21,1.55,1.22,19476,99292,102333,107177,194139,-821,347264,122582,25.76,592356,528000,0.0826
1733,200803,47.45,32.42,21.24,73197,159954,160952,298094,371592,-31640,1156113,201022,13.59,238001,5507000,-0.0633
1733,200806,44.16,28.63,18.25,158777,42244,183971,327223,411046,-66189,1194341,590892,36.01,516839,4402000,-0.0242
1733,200809,43.28,29.27,22.07,300368,116985,220532,333905,489705,-110473,887687,214530,16.53,875419,3322000,-0.3874
1733,200812,44.23,29.93,23.83,424846,398769,175485,343488,485973,-129742,964913,202214,14.89,1192489,3966000,0.054
1733,200903,48.08,36.07,28.32,138582,305583,192312,356850,506318,-29653,1090715,264228,17.36,293852,4444000,0.2347
1733,200906,43.83,32.65,21.4,232066,487024,205825,303128,504509,-42345,1127763,348243,22.23,665430,5565000,0.2875
1733,200909,42.26,31.07,21.19,343872,424074,221488,300256,497777,-50445,1098223,233567,15.64,1034809,5865000,0.1821
1733,200912,42.56,31.24,22.69,489100,244511,279773,326023,501061,-68336,1255156,284296,17.09,1438917,6104000,0.2067
1733,201003,39.71,29.87,25.11,145366,252534,278592,308616,552633,-54738,1344220,322266,17.76,430356,5942000,0.4645
1733,201006,42.04,31.65,26.99,309223,669135,285986,356515,571598,-103382,1445440,626387,31.46,860214,5903000,0.2927
1733,201009,43.17,32.84,27.7,476788,398014,340726,388172,578478,-118904,1263919,317615,17.94,1311703,6754000,0.2676
1733,201012,43.09,32.81,25.94,603397,583493,323029,363689,576275,-148100,1342184,302107,16.44,1749690,6553000,0.216
1733,201103,38.92,28.18,26.64,135710,618566,295138,385447,568865,-10381,1439912,300736,15.59,364002,6247000,-0.1542
1733,201106,36.2,26.42,24.6,272695,688505,397474,410374,561841,-20702,1629555,776496,35.63,842903,6419000,-0.0201
1733,201109,37.9,27.86,27.66,487441,346030,484657,434859,566537,-42488,1419483,401110,20.68,1378716,5598000,0.0511
1733,201112,39.93,29.72,28.07,679626,372761,590347,499585,568057,-66463,1532186,368297,18.17,1876273,5770000,0.0723
1733,201203,43.75,34.4,27.14,188558,517263,494233,514868,565526,-16536,1695678,382048,17.48,537023,7556000,0.4753
1733,201206,39.73,30.29,26.71,380950,153323,627192,517589,565809,-36347,1412117,431355,22.38,1087949,7078000,0.2907
1733,201209,40.03,30.12,25.7,530136,703208,569384,540996,567272,-60442,2016677,331662,27.99,1544119,7291000,0.12
1733,201212,39.9,29.74,25.79,687252,587194,574039,573420,893742,-412246,1818585,332528,26.75,2026086,7389000,0.0798
1733,201303,32.79,22.75,24.03,169325,540608,623873,478160,934432,-56412,1922635,353703,26.77,523974,7705000,-0.0243
1733,201306,33.41,22.76,28.31,371374,239815,684522,457209,992408,-120698,1644885,416522,31.34,1020534,7163000,-0.062
1733,201309,31.32,20.36,23.09,458001,243755,492212,470330,1015200,-166715,1347766,382837,29.9,1474811,7498000,-0.0449
1733,201312,31.08,19.08,20.27,529931,319501,409583,504162,1044578,-230283,1447851,383354,29.5,1829221,6700000,-0.0972
1733,201403,26.94,14.15,14.68,102254,403690,445464,490407,1035773,-25297,1484403,347770,27.93,423222,6729000,-0.1923
1733,201406,29.2,16.8,14.4,206166,486906,515817,524790,1021539,-38743,1716112,829041,42.09,865499,6207000,-0.1519
1733,201409,29.29,16.53,14.34,311671,140896,496033,536238,1000500,-46721,1443777,873784,33.59,1293582,5399000,-0.1229
1733,201412,29.33,16.18,15.04,441473,217772,523267,498313,978198,-51934,1432012,752294,29.43,1788929,5754000,-0.022
1733,201503,25.48,13.3,7.74,73598,490521,501852,486823,957185,-4692,1513288,779492,29.73,474282,5192000,0.1206
1733,201506,26.1,13.03,8.64,151370,536177,452682,476672,937413,-10799,1546525,997962,37.6,897092,4497000,0.0365
1733,201509,27.45,14.58,13.62,312412,216601,483159,414218,917553,-15224,1380889,305180,27.87,1367797,4010000,0.0574
1733,201512,29.62,16.28,14.16,433737,491897,482401,422671,893511,-18898,1576204,392597,28.38,1847454,4666000,0.0327
1733,201603,31.56,20.43,13.96,110699,570599,567542,447373,875217,-3886,1680499,414902,28.27,482049,4636000,0.0164
1733,201606,29.92,17.88,13.34,218696,615893,543787,416511,858877,-10832,1758668,637716,34.82,991071,5184000,0.1048
1733,201609,27.8,15.27,9.57,248151,725455,395122,477300,841631,-16613,1783928,642761,34.91,1394312,4323000,0.0194
1733,201612,27.04,13.94,0.17,163454,579212,320840,495391,832887,-32428,1602788,414574,30.73,1763284,4118000,-0.0456
1733,201703,17.78,3.45,-9.17,-12419,553418,345042,474683,807171,-5708,1647085,482436,33.12,424990,3894000,-0.1184
1733,201706,19.51,6.66,2.16,78988,595027,400568,535460,788411,-9831,1632388,818230,42.28,844791,3280000,-0.1476
1733,201709,20.23,6.17,2.93,139625,568746,342845,552677,776907,-18349,1576999,1062660,39.98,1323240,3340000,-0.051
1733,201712,24.04,8.97,4.59,230894,622546,324294,550034,761869,-21644,1598533,1018272,38.33,1795300,3181000,0.0182
1734,200803,37.98,5.6,3.41,57428,330118,492649,351405,1853021,-119564,1259164,1179399,48.06,483501,3356000,0.4087
1734,200806,38.84,3.85,3.08,106807,673188,462822,393374,1864907,-145058,1604582,1234684,54.17,915429,2578000,0.0351
1734,200809,38.4,3.24,1.97,141026,244702,420135,397082,1912018,-193692,1133031,861166,46.96,1356320,2116000,0.1082
1734,200812,37.39,3.48,1.73,193038,399125,449296,378855,1931255,-233254,1351918,1119850,50.61,1810427,2181000,0.0258
1734,200903,39.98,6.8,7.23,77626,316964,447582,409485,1965891,-49749,1304720,1045326,49.07,435035,2932000,-0.1002
1734,200906,39.62,7.23,7.44,162060,361182,441365,372172,1991618,-110477,1284232,745092,45.93,893433,3165000,-0.024
1734,200909,40.14,7,6.75,229836,413787,424291,395176,1986823,-140353,1393682,776526,43.43,1330818,3491000,-0.0188
1734,200912,39.92,7.44,6.19,293905,398263,409152,400481,2034906,-217216,1335307,757042,41.59,1813468,3718000,0.0017
1734,201003,39.56,6.45,8.24,78284,288910,425651,436098,2086538,-76699,1268559,638579,39.73,420997,3641000,-0.0323
1734,201006,39.24,6.99,8.04,155006,306076,434582,409483,2207826,-143453,1263926,782294,42.12,897910,3933000,0.005
1734,201009,38.13,5.1,6.13,207234,320337,428546,415803,2189002,-243260,1260891,761074,40.7,1338241,5021000,0.0056
1734,201012,38.09,5.34,5.62,282123,424251,387823,420168,2181092,-289600,1302671,629776,41.81,1822648,4539000,0.0051
1734,201103,38.28,5.89,4.56,71047,386958,452495,386941,2190355,-33084,1348874,595536,41.5,470750,4105000,0.1182
1734,201106,38.27,5.44,4.42,144375,379460,397930,409217,2173408,-50734,1300102,684615,42.31,921928,3747000,0.0267
1734,201109,38.41,4.14,3.75,204569,375563,355176,432440,2185942,-69924,1276248,999109,40.47,1358728,3214000,0.0153
1734,201112,37.7,3.4,3.47,266197,971227,390382,440593,2519580,-357050,1881805,1097514,42.3,1840266,3557000,0.0097
1734,201203,36.25,5.19,4.27,70029,350958,437995,436080,2602891,-104584,1328834,620808,35.47,474558,3733000,0.0081
1734,201206,36.29,6.07,5.28,166111,483208,440719,423228,2644948,-196427,1449850,679679,37.58,1028596,3561000,0.1157
1734,201209,36.89,6.72,6.96,269586,617315,428114,436994,2702621,-293993,1579609,632895,38.83,1576636,4330000,0.1604
1734,201212,37,5.84,5.15,325439,593925,443488,518447,2729135,-359687,1654723,734154,39.95,2086627,4838000,0.1339
1734,201303,34.92,-2.91,32.28,213547,797891,396669,581918,2849330,-141154,2146593,736792,35.52,485480,5734000,0.023
1734,201306,35.89,3.13,19.08,325548,536430,428709,617381,3000667,-331763,1974814,815952,37.11,1109101,5181000,0.0783
1734,201309,37.3,7.14,16.39,485678,757227,403385,560903,3088501,-460085,2083294,1128695,36.55,1864972,8063000,0.1829
1734,201312,37.41,6.3,12.6,596892,756380,460954,734554,3153532,-588318,2233961,1219497,38.74,2577907,7361000,0.2354
1734,201403,39.56,9.35,7.92,128911,835128,468967,733676,3206373,-67868,2190839,871181,37.27,679577,7466000,0.3998
1734,201406,41.61,11.53,7.98,283559,944900,444735,733899,3223326,-126288,2316555,912572,39.5,1441379,8302000,0.2996
1734,201409,39.82,5.26,2.88,285849,639094,382038,813778,3262251,-184095,2077523,782359,38.85,1940971,7192000,0.0408
1734,201412,41.01,5.46,3.75,420639,1263099,461461,861872,3295504,-252284,2785175,1133994,36.9,2642145,6757000,0.0249
1734,201503,31.94,-13.79,-12.69,1930,1093196,415488,821962,3286211,-51562,2544313,983981,34.5,480935,6200000,-0.2923
1734,201506,33.99,-9.21,-8.81,35109,1142947,395086,766336,3280895,-98587,2513646,1063699,37.3,1035338,4902000,-0.2817
1734,201509,33.98,-10.83,-9.91,41015,881765,410389,783763,3387798,-223055,2227432,908722,36.13,1537699,4386000,-0.2078
1734,201512,35.93,-5.86,-3.82,189147,917006,496263,697559,3386624,-291544,2320479,1022328,37.99,2187401,4604000,-0.1721
1734,201603,36.63,-8.25,-8.35,28401,796401,451497,706075,3386226,-64870,2181007,993195,37.53,501366,4733000,0.0425
1734,201606,37.14,-8.62,-7.57,69174,891212,449845,701389,3386250,-124933,2278964,998554,39.89,1007380,4346000,-0.027
1734,201609,36.7,-8.19,-7.24,110448,1118120,438598,643970,3344090,-147784,2418445,1059031,40.61,1540109,4411000,0.0016
1734,201612,37.02,-6.66,-3.01,246213,1094920,547725,611564,3357714,-212912,2362839,933552,39.06,2133511,4050000,-0.0246
1734,201703,36.1,-5.94,-8.51,29503,1033020,459212,593213,3321269,-45533,2189978,841544,38.33,508089,4067000,0.0134
1734,201706,36.76,-4.87,-6.3,81781,1035337,445669,583313,3324247,-90309,2181401,829505,38.96,1032077,3807000,0.0245
1734,201709,37.51,-3.87,-5.27,138882,1027199,443160,587008,3326663,-110732,2199826,837385,39.05,1565711,3706000,0.0166
1734,201712,37.97,-2.95,-4.22,206915,1070188,519307,522425,3336626,-163389,2258900,851349,39.99,2134163,3631000,3e-04
1735,200803,6.93,0.57,-0.55,30842,294940,1600285,958384,1038226,-16030,3098337,2258861,63.22,1676112,1148000,-0.6859
1735,200806,8.49,1.07,-0.63,103742,192420,1849135,916606,1015999,-46426,3227818,2461297,65.48,3061007,1130000,1.1389
1735,200809,7.18,-0.02,-0.92,144296,232667,1795730,944060,1044427,-66488,3217765,2452026,65.27,4815087,708000,0.1029
1735,200812,6.62,-0.29,-1.65,137613,326782,1488629,649256,1025519,-93101,2721991,1913147,60.74,6577280,611000,0.3309
1735,200903,11.86,2.42,0.68,66055,456203,1367820,619913,1000788,-14519,2671581,1817453,59.44,910252,774000,-0.4569
1735,200906,15.02,5.68,3.72,191349,486967,1339493,618185,978273,-46711,2726687,2005800,58.39,2034000,917000,-0.3355
1735,200909,13.99,5.58,3.59,314299,601545,1325398,640831,915548,-58849,2916603,2203558,59.52,3489384,1338000,-0.2753
1735,200912,14.83,5.01,3,359933,558564,1228042,618854,901316,-33509,2638871,1947973,56.4,4502034,1730000,-0.3155
1735,201003,11.02,2.05,1.25,66948,519830,1286767,665598,883355,-69079,2686669,1980951,56.4,1170129,1567000,0.2855
